Band	Timecode	Sprecher	Transkript	Übersetzung	Hauptüberschrift	Zwischenüberschrift	Hauptüberschrift (Übersetzung)	Zwischenüberschrift (Übersetzung)	Registerverknüpfungen	Anmerkungen	Anmerkungen (Übersetzung)
3	00:46:07.00	HH	Aber … äh … das Vermögen vom Schah kann die amerikanische Regierung ja gar nicht freigeben, die wissen ja gar nicht, wo das Vermögen steckt.								
3	00:46:18.00	HH	Brauch ja gar nicht in Amerika zu stecken!								
3	00:46:20.00	IV	Ne Menge steckt wahrscheinlich auch in der Schweiz, nicht?								
3	00:46:22.00	HH	Ja eben!								
3	00:46:24.00	HH	Die eingefrorenen Konten können sie freigeben, das vielleicht ja, aber sonst doch nicht!								
3	00:46:28.00	IV	Das sind 14 Milliarden, da …								
3	00:46:29.00	HH	Ja, genug Geld!								
3	00:46:30.00	IV	Ha, [lacht] die würd ich schon nehmen!								
3	00:46:32.00	IV	[beide lachen]								
3	00:46:34.00	IV	Ja, der Adenauer, der hat ja dann so ´ne Rolle bekommen, die ihn mehr in den 50er Jahren als … dominierend war, glaub ich.								
3	00:46:41.00	IV	Ich kann … da kann ich ja, ich bin´51 geboren, da kann ich mich ein bisschen dran erinnern.								
3	00:46:44.00	IV	Haben Sie den mal selber so erlebt, oder …?								
3	00:46:46.00	HH	Nein!								
3	00:46:46.00	IV	Gesehen, oder so?								
3	00:46:47.00	HH	Nein!								
3	00:46:48.00	HH	War nur im Fernsehen, oder so.		Gesprächssituation, Politik, Diskussion, Kirche, Religion				87580935#87580894#87580920		
3	00:46:49.00	IV	Mm, Fernsehen, so in einem (???) Adenauer, damals?								
3	00:46:52.00	HH	Das war ein Fuchs!								
3	00:46:53.00	IV	Ja?								
3	00:46:54.00	HH	Mm.								
3	00:46:54.00	IV	Mm … (???), war das so ´ne Fü… auch mehr so ´ne politische Führerfigur mit so ´nem …?								
3	00:46:59.00	HH	Ein richtiger Jesuit, meines Erachtens.								
3	00:47:01.00	IV	Ja?								
3	00:47:01.00	IV	Was meinen Sie mit Jesuit?								
3	00:47:05.00	HH	[…] Na …								
3	00:47:11.00	HH	ein Jesuit ist in meinen Augen ein scheinheiliger Onkel!								
3	00:47:14.00	IV	Mm … [lacht verhalten]								
3	00:47:16.00	IV	(Herr Gross ?)								
3	00:47:17.00	IV	Dankeschön!								
3	00:47:19.00	IV	Ich muss noch zum Dienst.								
3	00:47:20.00	HH	(Ah, mein Sohn! ?)								
3	00:47:21.00	HH	Ja, 10 Uhr.								
3	00:47:23.00	IV	Ist ein katholischer (???)?								
3	00:47:24.00	HH	Ja, deswegen sag ich Ihnen das.								
3	00:47:27.00	HH	Na, ja, ich hab viele katholische Bekannte …								
3	00:47:29.00	HH	… fährt wieder Zivil …								
3	00:47:30.00	HH	Ja?								
3	00:47:31.00	HH	Mm …								
3	00:47:33.00	HH	Der Junge ist ja bei der Polizei.								
3	00:47:35.00	IV	Mm.								
3	00:47:36.00	HH	Der hat ja jetzt, nach zweieinhalb Jahren Schule hat er jetzt …		Gesprächspartikel 2, Bergbau, Kirche, Religion				87580914#87580904#87580920		
3	00:47:40.00	HH	wird er jetzt hier in Altenessen eingesetzt.								
3	00:47:41.00	IV	Ach so.								
3	00:47:42.00	HH	Heute fährt er wieder Zivilstreife.								
3	00:47:44.00	IV	Ah ja, im Wagen, im normalen, ja, Wagen … bei dem Wetter ist das ja kein Vergnügen, nicht?								
3	00:47:49.00	HH	Unser Junge zieht sich dick an, er hat von der Wehrmacht [sic!] noch seine Knobelbecher, und Parka …								
3	00:47:57.00	HH	Ich mein immer so, ob das jetzt Adenauer ist oder jemand anders, wenn einer schon an die 90 geht, der hat im St… der hat als Kanzler nichts mehr da zu suchen.								
3	00:48:08.00	HH	Wir gehen mit 60 Jahren, oder 64 oder 65 Jahren, sagen wir, kommt gewiss nicht mehr …								
3	00:48:14.00	HH	fähig, deine Arbeit zu machen, er kann ja nicht mehr fähig sein, solch einen Staat zu führen.								
3	00:48:19.00	HH	Er hat zwar ´ne Erfahrung sicherlich, aber …  da soll man sagen, wenn man so alt ist, komm, macht ihr das mal!								
3	00:48:28.00	HH	Ich mein, so ein junger Mann …								
3	00:48:30.00	HH	ich weiß das doch selber, ich war doch jahrelang Vorsitzender bei uns im Gesangsverein …								
3	00:48:35.00	HH	hab da jetzt einen jüngeren (dort ?) …								
3	00:48:37.00	HH	man merkt das doch selber, man hat doch gar nicht mehr diesen Elan, dass man sagt, so sagen wir mal als Junger, hat man Ideen, das macht man dann!								
3	00:48:44.00	HH	Und wenn man eben älter wird, da sagt man, klar, aber das könnte auch so sein, das könnte auch so sein …								
3	00:48:49.00	HH	streichen wir wieder sechs …								
3	00:48:50.00	HH	Striche wieder zurück …								
3	00:48:52.00	HH	bleibst jetzt stehen, machst nichts!								
3	00:48:55.00	HH	Und so´n Junger sagt, komm, das machen wir, und so …								
3	00:48:57.00	HH	warst doch früher selber!								
3	00:48:59.00	HH	Wie oft haben wir … ähm … Liederabend so was gemacht!								
3	00:49:03.00	HH	Heutzutage …								
3	00:49:04.00	HH	ach weißt du …(???) komm, lass sein oder so.								
3	00:49:07.00	IV	Na … und Erfolg hat der Adenauer aber gehabt, ne?								
3	00:49:11.00	HH	Bitte?								
3	00:49:11.00	IV	Erfolg hat er ja gehabt.		Genussmittel, Politik, Diskussion, Verrauscht 3				87580924#87580894#87580937		
3	00:49:12.00	HH	Erfolg hat er gehabt, ja.								
3	00:49:14.00	HH	Ja, nun weiß man nicht, äh, ob es da, äh, nichts dran (nach Wahl ?) … es war ja Nachholbedarf, wir hatten ja nun jahrelang nichts getan, und da lag ja nun alles in Trümmern.								
3	00:49:27.00	HH	Sicher, er hat auch den Mut gegenüber diesen, ähm, Amerika… von den Alliierten, sich durchzusetzen, hatte er auch!								
3	00:49:34.00	HH	(Wollen wir ?) ihm nicht absch… nicht abstreiten.								
3	00:49:37.00	HH	Das ist genauso wie der Strauß, der in früheren Jahren, das war für meines Erachtens der beste Redner, den sie im Bundestag hatten!								
3	00:49:44.00	HH	Und heutzutage, wenn der redet, sind es bloß noch Hass…reden!								
3	00:49:48.00	HH	So kann sich ein Mann ändern!								
3	00:49:50.00	HH	Für mich war das der beste Redner früher.								
3	00:49:54.00	IV	Ja.								
3	00:49:56.00	IV	Äh … waren Sie eigentlich, Sie haben vorhin gesagt, weil wir grad so bei der Nachkriegspolitik sind, ähm, Sie haben vorhin gesagt, dass die, als das kam mit den Teilungen, dass die Sowjetunion das wohl nicht mehr hergeben würde.								
3	00:50:08.00	IV	Haben Sie eigentlich mal an die Wiedervereinigung geglaubt damals, dass das wohl zu einer Vereinigung …								
3	00:50:11.00	HH	Nein!								
3	00:50:12.00	HH	Nein!								
3	00:50:13.00	HH	Noch auf dem normalen Weg kommt das auch nicht.								
3	00:50:15.00	IV	Mm.								
3	00:50:16.00	HH	Dass Krieg einmal wieder kommt, das genau si… sich alles wiederholt.								
3	00:50:20.00	HH	Jeder Krieg kommt wieder, obwohl sie immer sagen, ja, und so … Ich behaupte das immer noch.								
3	00:50:24.00	HH	(???)								
3	00:50:25.00	HH	Jeder hat Angst vorm Krieg, aber irgendwie knallt es mal wieder!								
3	00:50:28.00	IV	Ja, wenn´s heute knallt, dann knallt es (???), dann ist es zu Ende!								
3	00:50:31.00	HH	Och nee, das glaub ich nicht.								
3	00:50:33.00	HH	Das war jedes Mal so, äh, die Waffe, die kriegsentscheidend war, wurde beim nächsten Mal gar nicht wieder eingesetzt.								
3	00:50:41.00	HH	Nehmen wir an, im Weltkrieg das Gas …								
3	00:50:44.00	HH	wie jetzt der Krieg aus war, da hab ich so´n Film gesehen, Giftgas und so weiter alles.								
3	00:50:49.00	HH	Die, die vergiften ja alles, kein Mensch hat das eingesetzt.		Krieg, Front, Politik, Diskussion, Sozialleben				87580896#87580894#87580916		
3	00:50:51.00	HH	Soll der eine oder andere mal so ne (???) gemacht haben … nix!								
3	00:50:55.00	HH	Und die Atombombe wird auch nicht eingesetzt, da glaub ich nicht dran.								
3	00:50:59.00	HH	Ja, was hätten sie davon, wenn sie ´ne Atombombe einsetzen?								
3	00:51:02.00	HH	Irgendein Staat, der eine Atombombe einsetzt … oder mehrere, mit einer ist ja nichts getan, was haben Sie denn davon?								
3	00:51:09.00	IV	Ja, da müssen Sie damit rechnen, dass ein Gegenschlag kommt, ne?								
3	00:51:12.00	HH	Erstmal das, etwas kommt sowieso rüber, alle können Sie mit einmal nicht (tot ?)machen, dann Sind sie auch kaputt!								
3	00:51:16.00	HH	Dann lösen Sie sich selber auf, nicht?								
3	00:51:20.00	HH	Also deshalb glaub ich nicht daran.								
3	00:51:21.00	HH	Es gibt sehr wahrscheinlich wieder andere Waffen, aber die Atomwaffen, glaub ich nicht dran.								
3	00:51:26.00	IV	Ich sage Ihnen jetzt mal so ein paar Ereignisse, die wir uns so aufgeschrieben haben, und, wenn Ihnen dazu eine Geschichte einfällt, erzählen Sie einfach mal.								
3	00:51:34.00	IV	Zum Beispiel Berlinblockade …								
3	00:51:36.00	HH	Diese Kohlen… äh …flugzeuge, nicht?								
3	00:51:41.00	IV	Können Sie sich da noch erinnern, wie das so aufgenommen wurde, oder …?								
3	00:51:44.00	HH	Ja, das … da haben die Amerikaner gespurtet.								
3	00:51:48.00	HH	Das ist sehr wahrscheinlich hier im Westen sehr gut aufgenommen worden.								
3	00:51:51.00	IV	Bei Ihnen selbst auch?								
3	00:51:53.00	HH	Ich nehm an.								
3	00:51:54.00	HH	Ich weiß es nicht mehr. [lacht]								
3	00:51:57.00	IV	Mm … oder 17. Juni?								
3	00:52:01.00	HH	Ja, 17. Juni, das ist natürlich wieder …								
3	00:52:10.00	HH	wenn da mehrere sehr wahrscheinlich mitgemacht hätten, wären die Russen vielleicht auch nicht da reingekommen.								
3	00:52:16.00	HH	Ich weiß es nicht.								
3	00:52:18.00	IV	Mm.								
3	00:52:20.00	IV	Hat man da das Gefühl gehabt, so Kriegsangst gab es hier?								
3	00:52:24.00	HH	Nein!		Krieg, Front, Familie, Sozialleben				87580896#87580893#87580916		
3	00:52:25.00	IV	Nö?								
3	00:52:26.00	HH	Nee.								
3	00:52:28.00	IV	Und ich weiß noch, da war ich 17, 1968, dass sie in CSSR einmarschiert sind.								
3	00:52:31.00	IV	Hab ich zum ersten Mal gemerkt, dass so ein (Angst ?)gefühl da ist.								
3	00:52:34.00	HH	Ja?								
3	00:52:36.00	IV	Klar, ich bin ´51 geboren.								
3	00:52:39.00	IV	Ich merkte so, wie sich meine Eltern und meine Oma, die ja schon uralt war, ein bisschen furchtsam umschauten, (Gespräche ?) wurden ein bisschen anders, wohl ja, großes Zittern, nicht?								
3	00:52:49.00	IV	Obwohl ich schon 17 war.								
3	00:52:50.00	HH	Jaja, das ist genauso jetzt mit den Polen, da haben sie doch jetzt immer … in den Nachrichten, wenn man da hörte, (Sie ?) haben gedacht, der Russe ist einmarschiert, nicht?								
3	00:52:57.00	HH	Kommt schon jeder dran, so.								
3	00:52:59.00	IV	Mm.								
3	00:52:59.00	IV	Wollen …								
3	00:53:00.00	IV	wir wollen da nicht dran glauben, aber …								
3	00:53:02.00	HH	Ja, der Pole ist auch selbstbewusst, aber auch in Tschechei sind sie auch einmarschiert, nicht?								
3	00:53:06.00	IV	Ja.								
3	00:53:06.00	IV	Haben Sie eigentlich Kontakte zu Leuten in der … in der DDR, Freunde, Verwandte …?								
3	00:53:10.00	HH	Ja, ich hab ´n Onkel da drüben, d.h. das ist ´ne Tante und ein paar Cousins auch noch.								
3	00:53:13.00	IV	Mm.								
3	00:53:13.00	IV	Und Kontakt haben Sie auch?								
3	00:53:17.00	HH	Ja ….								
3	00:53:18.00	IV	Und drüben waren Sie auch selbst?								
3	00:53:20.00	HH	Ich selbst nicht, nein.								
3	00:53:21.00	IV	Mm.								
3	00:53:22.00	IV	Ja, dann haben wir noch so einen (Punkt ?) … ja, Kriegsgefangene ist noch so ein Stichwort.								
3	00:53:27.00	IV	Wie kamen die eigentlich … als die hier zurückkamen, kannten Sie jemanden, der kriegsgefangen erst spät zurückgekommen ist?		Krieg, Front, Politik, Diskussion, Erinnerungen				87580896#87580894#87580930		
3	00:53:36.00	HH	Ich kenn ´ne ganze Menge, die, die … vier, fünf Jahre weg waren in Kriegsgefangenschaft.								
3	00:53:40.00	HH	Und im Verein haben wir ja auch mehrere.								
3	00:53:43.00	IV	Ja, auch Leute, die spät zurückgekommen sind, wie ist es denen denn so ergangen?								
3	00:53:47.00	HH	Das weiß ich nicht …								
3	00:53:49.00	HH	nein.								
3	00:53:49.00	IV	Mm.								
3	00:53:49.00	IV	Ja, das ist schwer, weil (???) …								
3	00:53:51.00	HH	Also, ich weiß, dass, dass, dass, ähm, dass uns, meine Frau auch, immer noch so äh vorschwebt, oder sagen wir, im Gedächtnis bleiben wird, als der Heuss da die ersten Kriegsgefangenen … die kamen in Friedland ankamen, und sagte „Ich will keine Rede halten – herzlich willkommen“ oder so ähnlich, mehr hat er gar nicht gesagt.								
3	00:54:11.00	IV	Das fanden Sie gut!								
3	00:54:13.00	IV	Mm … mm.								
3	00:54:13.00	HH	Keine Rede, nichts.								
3	00:54:16.00	IV	Ja.								
3	00:54:20.00	IV	Ähm … da weiß … wollt ich ja auch, jetzt haben wir gerade, ich glaub, heute oder morgen … heute haben wir 25 Jahre Bundeswehr.								
3	00:54:26.00	IV	Wurde damals heftig diskutiert.								
3	00:54:29.00	IV	Wie standen Sie denn damals so dazu?								
3	00:54:31.00	HH	Ja, ich wär …sagen wir mal, ein stehendes Heer zu machen, wie früher die Reichswehr war.								
3	00:54:35.00	HH	Dann sind diejenigen, die sich dazu freiwillig melden, so … die sind mit Leib und Seele zum Teil dabei … f								
3	00:54:42.00	HH	früher waren sie ja auch, bei der Reichswehr …								
3	00:54:45.00	HH	ich hab selber einen Vetter gehabt, der war dabei, der durfte nicht anpacken.								
3	00:54:48.00	HH	Soweit … [beide schmunzeln] …								
3	00:54:50.00	HH	Soldatentum begeistert.								
3	00:54:52.00	HH	Und dann käme auch nichts mit der Kriegsdienstverweigerung und so weiter …								
3	00:54:59.00	HH	meines Erachtens, stehendes Heer.								
3	00:55:01.00	IV	Aber ist da nicht die Gefahr, dass dann so eine Art Staat im Staate entsteht, so?								
3	00:55:04.00	IV	Die Leute, die dann da bei der Bundeswehr oder der Reichswehr sind, dass die dann so eine ganz eigene Gruppe in der Gesellschaft sind?		Politik, Diskussion, Krieg, Front, Länder, Nationalitäten				87580894#87580896#87580902		
3	00:55:11.00	HH	Das sind sie auch so auch.								
3	00:55:12.00	IV	Ja?								
3	00:55:13.00	IV	Die werden die Kriegsdienst… äh die Wehrdienstleistenden, die anderthalb Jahre …								
3	00:55:17.00	HH	Naja, aber das Auf(???) auf (Zirkus ?) ist doch da.								
3	00:55:19.00	IV	Mm …								
3	00:55:21.00	IV	Sie meinen auch, dass ...?								
3	00:55:23.00	HH	Da glaub ich nicht, dass ein großer Unterschied ist.								
3	00:55:25.00	IV	Ja, man sagte damals, es ging ja damals, ob überhaupt wieder bewaffnet werden soll …								
3	00:55:27.00	HH	Wehrmacht, nicht?								
3	00:55:28.00	IV	Wollten …								
3	00:55:30.00	IV	Waren Sie damals dafür eher, oder eher dagegen, oder … wissen Sie das noch?								
3	00:55:35.00	HH	Also ich wär dafür gewesen, gar keine Wehrmacht mehr einzurichten.								
3	00:55:37.00	IV	Mm …								
3	00:55:40.00	IV	war ja damals … die umstrittene Geschichte.								
3	00:55:42.00	HH	Ja, eben.								
3	00:55:45.00	IV	Mm.								
3	00:55:46.00	IV	Ähnlich war´s ja dann mit der Atombewaffnung.								
3	00:55:49.00	IV	Ist es Ihnen noch … Ende der 50er Jahre hat´s da so O.. die Ostermärsche gegeben, Demonstrationen, zum ersten Mal gegen die Atombewaffnung damals.								
3	00:55:58.00	HH	Ach ja, das ist doch … das find ich doch blöde.								
3	00:56:01.00	HH	Die Technik usw. schreitet ja doch vor.								
3	00:56:03.00	HH	Und dagegen äh weh… ob wir uns dagegen stellen oder nicht …								
3	00:56:06.00	HH	das ist genau das gleiche, wenn die in England damals, wie die Spinnereien … äh …. automatischen Webstühle kamen, da sind sie auf die Barrikaden gegangen … dann sind sie doch gekommen!								
3	00:56:15.00	IV	Ja, ich mein, das ist natürlich ein Unterschied, ob das Waffen sind, Atomwaffen oder …								
3	00:56:18.00	HH	Ja, richtig, ja sicher, aber … ich sagte (Ihnen ?) ja eben schon, ich sagte, ich vermute … also, ich glaube, dass keine Atomwaffe eingesetzt wird.								
3	00:56:26.00	HH	Weder vom Osten noch vom Westen.		Politik, Diskussion, Judenverfolgung, Länder, Nationalitäten				87580894#87580911#87580902		
3	00:56:28.00	HH	Da glaub ich nicht dran!								
3	00:56:30.00	IV	Mm.								
3	00:56:30.00	IV	Ja, aber da gibt´s die V… die Demonstrationen nicht wegen Atomwaffen, sondern Atomkraftwerken.								
3	00:56:36.00	HH	Ja, aber das ist genau das gleiche.								
3	00:56:37.00	HH	Ich weiß es nicht, aber sagen wir, der eine sagt „Ist gut“, der andere „Nicht gut“ … äh …								
3	00:56:43.00	HH	ich habe mir überlegt, dass es in vielen Staaten ja schon lange Atomwerke gibt, und die auch laufen.								
3	00:56:49.00	HH	Wir hören immer nur von denen, die mal was passiert.								
3	00:56:52.00	HH	Aber die [die] laufen, da hört man nichts von.								
3	00:56:55.00	IV	Also da, mir scheint, können wir lange diskutieren.								
3	00:56:58.00	IV	Gehört auch nicht zum Thema (???).								
3	00:57:00.00	IV	Ich hab da sicher eine andere Meinung.								
3	00:57:02.00	HH	Ich vermute, aber sagen wir, ich hab z.B. einen Sangesbruder, der ist in Jülich, hatte … der ist im Labor da …								
3	00:57:09.00	HH	wie lange forschen die schon!								
3	00:57:14.00	HH	Und der sagt mir auch, sagt er … haben sie mir erzählt wird … das ist alles bloß … der eine ist dagegen, der andere ist dafür, das wird von irgendeiner Stelle wird das gesteuert.								
3	00:57:26.00	HH	Ich hab immer das Gefühl, als wären diese … Gruppen, die da auftreten, von einer Demonstration zur anderen gefahren werden.								
3	00:57:33.00	IV	Mm.								
3	00:57:34.00	IV	Naja, also …da bin ich sicher anderer Meinung, hierbei wirklich …								
3	00:57:39.00	HH	Wirklich?								
3	00:57:41.00	IV	Äh … ist eigentlich das … das ist ein wichtiger Punkt.								
3	00:57:47.00	IV	Die Nazizeit war ja in den 50er Jahren noch sehr nah.								
3	00:57:50.00	IV	Wie kam eigentlich in den 50er Jahren, so im Freundeskreis, häufig darüber gesprochen worden, da hat man ja gesagt, das ist vorbei, und wir machen jetzt Wiederaufbau.								
3	00:57:59.00	HH	Ich glaube, es ist kaum gesprochen worden.								
3	00:58:01.00	IV	Mm.								
3	00:58:03.00	IV	(???) schlechtes Gewissen, oder …								
3	00:58:04.00	HH	Ich weiß es nicht.		Politik, Diskussion, Kirche, Religion, Familie				87580894#87580920#87580893		
3	00:58:04.00	IV	… (???) andere sagten, oder …								
3	00:58:06.00	HH	Sagen wir mal, wenn man … vielleicht, wenn man wusste, der eine war ein Nazi, dann wollte man nicht daran erinnern …								
3	00:58:12.00	HH	ich glaube nicht, dass da viel gesprochen wurde …								
3	00:58:13.00	IV	Kam es zu Schwierigkeiten oder Problemen mit Kollegen oder zu Streitigkeiten?								
3	00:58:19.00	HH	Ich sage ja, ich hab weder während des Krieges, vor dem Kriege und nach dem Krieg mit irgendeinem Kollegen von wegen Parteizugehörigkeit Krach gekriegt.								
3	00:58:26.00	IV	Mm.								
3	00:58:27.00	IV	Und danach auch nicht?								
3	00:58:28.00	HH	Nein, ich verurteile nämlich nicht mehr, als wenn einer fanatisch ist, egal ob das auf dem äh religiöse Sektor ist oder auf dem politischen Sektor ist.								
3	00:58:35.00	HH	Da sind die beiden die gleichen Idioten.								
3	00:58:37.00	IV	Mm … [lacht] …								
3	00:58:38.00	IV	mm.								
3	00:58:39.00	IV	Ja … und Sie meinen auch, dass in den 50er Jahren also insgesamt auch eher …								
3	00:58:46.00	IV	ja, was hat eher im Vordergrund gestanden, der Beruf und Familie, oder auch stärker die Politik?								
3	00:58:51.00	IV	Was war so …?								
3	00:58:52.00	HH	Ja, ich weiß ja nicht, wie die Politiker denken, oder sagen wir der politische Engagierte …								
3	00:58:56.00	IV	(???) so in Ihrem Bekanntenkreis, so.								
3	00:58:57.00	HH	Äh … politisch bestimmt nicht.								
3	00:58:59.00	IV	Mm.								
3	00:59:00.00	IV	Heute ist es ja … so in den 60er Jahren, Ende 60er Jahre, als so die Jugendbewegungen so entstanden, Studentenbewegung, da war ja Politik in aller Munde.								
3	00:59:10.00	IV	Aber so in den 50er Jahren meinen Sie, oder …?								
3	00:59:12.00	HH	Ja, erstmal hat jeder gesehen, dass er Arbeit hatte, dass er was verdiente, und dass er … äh …. sehr wahrscheinlich auch sich was anschaffte.								
3	00:59:19.00	HH	Denn nehmen wir an, wenn einer vier, fünf Jahre in Kriegsgefangenschaft war, der kam zurück, oder war ausgebombt, der hat ja mit einmal nicht alles gehabt.								
3	00:59:27.00	HH	Und was die Frau kriegte, war ja nicht viel.								
3	00:59:29.00	HH	Denn Sie sehen doch, es ist ja nicht so viel Möbel ge… oder sind ja nicht so viel Möbel gekauft worden, und andere Sachen, wie in den …								
3	00:59:38.00	HH	Ja, und wie viel Möbelfabriken sind da aus dem Boden gestampft worden.		Jugendorganisationen NS, Politik, Diskussion, Verrauscht 3				87580917#87580894#87580937		
3	00:59:45.00	IV	Äh … in den 50er Jahren wurde ja auch der Einfluss der Westmächte so im Bereich Mode z.B. als sehr stark empfunden.								
3	00:59:52.00	IV	Haben Sie das auch so mit(gekriegt ?) oder so, vor allen Dingen bei Mode?								
3	00:59:55.00	IV	Haben Sie da auch so den Einfluss der Westmächte damals so empfunden?								
3	00:59:58.00	HH	Nein!								
3	00:59:58.00	IV	Nein?								
3	01:00:00.00	IV	Die Frauen sind (nur ?) rumgelaufen, haben sich …								
3	01:00:02.00	HH	Ja, Sie, das (spüren ?) Sie dann, dass war aber immer schon, da hab ich vor dem Krieg schon bestimmte Frauen gesehen und nach dem Krieg auch oder so.								
3	01:00:08.00	IV	War da nicht ein großer Unterschied?								
3	01:00:10.00	HH	Nein.								
3	01:00:10.00	IV	Ach.								
3	01:00:11.00	IV	Ich dachte immer, vor dem … in der Nazizeit wäre es ganz verpönt gewesen, und dann haben die Frauen …								
3	01:00:16.00	HH	Och, das ist doch Quatsch.								
3	01:00:18.00	HH	Denn das Ideal, wie wir jetzt von den Nazis, wie man so sagt, das waren doch bloß so … na Verrückte, sag ich mal.								
3	01:00:27.00	HH	Normalerweise hat sich ´ne Frau, die sich schminken wollte auch vorh… weiter geschminkt.								
3	01:00:31.00	IV	Vorher und nachher.								
3	01:00:33.00	HH	Vorher und nachher.								
3	01:00:33.00	IV	Und wer nicht schminken wollte, der  …								
3	01:00:34.00	HH	Na eben!								
3	01:00:35.00	IV	Und … dann kamen ja in den ´50ern die sogenannten Halbstarken auf.								
3	01:00:42.00	IV	Können Sie sich daran erinnern, wie die waren?								
3	01:00:45.00	IV	Überhaupt gar nicht? …								
3	01:00:46.00	IV	Da waren Sie ja so 30 … oder Anfang 50.								
3	01:00:49.00	HH	Jaja, dann kamen wieder die Schlagworte, wenn jetzt die Nazis noch dranwären, dann kämen die nicht da auf.								
3	01:00:53.00	IV	Ja, und was haben Sie dazu gesagt?								
3	01:00:56.00	HH	Ich weiß es nicht mehr, ich kann auch nichts gesagt haben.		Freizeit, Familie, Politik, Parteien				87580925#87580893#87580900		
3	01:00:59.00	IV	Haben Sie hier (Kapsfeld ?) sicher auch ‘n Moped, schwarze Leder…								
3	01:01:01.00	HH	Jaja, eben, eben.								
3	01:01:03.00	HH	Kamen hier Rockergruppen auch und so … aber … sie waren da.								
3	01:01:12.00	IV	Und der Rock´n´Roll kam auch, Elvis Presley, haben Sie da auch mal so mitgemacht, haben Sie da bestimmt nicht, ne …								
3	01:01:20.00	HH	Nein, nein.								
3	01:01:20.00	IV	[lacht] Und ihr, ihr Sohn?								
3	01:01:22.00	IV	Der hat wahrscheinlich …								
3	01:01:23.00	HH	Nein, der auch nicht, nein.								
3	01:01:25.00	HH	Ja, der war ja noch nicht so groß, der ist 1955 erst gest… geboren.								
3	01:01:27.00	IV	Mm, mm.								
3	01:01:29.00	IV	Und später so, mit Beat-Musik, oder so Beatles, waren die …								
3	01:01:32.00	HH	Naja, unser Junge ist auch ziemlich konservativ.								
3	01:01:34.00	IV	Ja, mm.								
3	01:01:36.00	IV	Der hat also auch nichts von …								
3	01:01:38.00	IV	Mm.								
3	01:01:38.00	HH	Nee.								
3	01:01:42.00	IV	Ja, das Kino sagten Sie auch schon, aber das Fernsehen, wann …								
3	01:01:45.00	IV	wann wurde …								
3	01:01:45.00	IV	seit wann haben Sie eigentlich einen Fernsehapparat?								
3	01:01:47.00	HH	Oh, den haben wir lange.								
3	01:01:49.00	HH	Den haben wir lange.								
3	01:01:50.00	HH	Wir haben schon, als die ersten aufkamen, hatten wir einen.								
3	01:01:53.00	IV	Mm.								
3	01:01:55.00	IV	Wann war das, in den 50er Jahren auch, nicht?								
3	01:01:57.00	HH	In den 50er war´s, ja.		Freizeit, Familie, Ausbildung, Lehre				87580925#87580893#87580913		
3	01:01:58.00	IV	Haben Sie früher auch viel Fernsehen geschaut?								
3	01:02:00.00	HH	Ich schau nie vi… viel Fernsehen.								
3	01:02:02.00	IV	Ja, aber „viel“ ist ein relativer Begriff.								
3	01:02:03.00	HH	Ja, wir sitzen abends manchmal vor der Flimmerkiste, aber das ist auch schon alles.								
3	01:02:07.00	HH	Wenn wir ein, zwei Stunden gesehen haben, ist Schluss.								
3	01:02:10.00	IV	Mm.								
3	01:02:11.00	IV	Vor allem, Sie haben ja so viel Hobbies, na da …								
3	01:02:13.00	HH	Hab da keine Zeit dazu!								
3	01:02:14.00	IV	Ja, mm.								
3	01:02:15.00	IV	Haben Sie eigentlich Lieblingsfilme damals gehabt, so hier in den 50er Jahren, „Grün war die Heide“ oder was weiß ich, oder was …?								
3	01:02:21.00	HH	[Was] soll denn jetzt das, ´55 war ich doch nie im Kino!								
3	01:02:23.00	IV	Ja, aber gelegentlich gab es auch im Fernsehen so ´ne …								
3	01:02:25.00	HH	Ja, möglich, das kann möglich sein, aber dass ich da einen besonderen Film hatte …								
3	01:02:29.00	IV	(???) „Die Unverbesserlichen“ liefen damals, wissen Sie noch?								
3	01:02:31.00	HH	[schnauft] Ich weiß noch nicht mal, ob ich den gesehen hab.								
3	01:02:33.00	IV	Ah. [lacht]								
3	01:02:35.00	IV	Mm.								
3	01:02:36.00	IV	Wie sind eigentlich die Kriegerwitwen zu dieser Zeit hier zurechtgekommen, (???)?								
3	01:02:43.00	HH	Kann mir dav… die Schwester ist ja auch ´ne Kriegerwitwe.								
3	01:02:48.00	HH	Wie die zurechtgekommen ist, weiß ich nicht.								
3	01:02:51.00	HH	Wenn … sicher hat sie noch zwei Kinder, die hat gearbeitet, damit sie rumkam.								
3	01:02:58.00	HH	Denn so viel kriegten sie auch nicht.								
3	01:02:59.00	IV	Mm.								
3	01:03:02.00	IV	Und Ihre Frau war in dieser Zeit berufstätig?								
3	01:03:05.00	HH	Bis ´55, ja.		Verrauscht 4, Länder, Nationalitäten, Urlaub, Reisen				87580938#87580902#87580932		
3	01:03:06.00	IV	Bis ´55, bis Ihr Sohn dann kam.								
3	01:03:08.00	IV	Und danach nicht mehr?								
3	01:03:09.00	HH	Nein.								
3	01:03:09.00	IV	Ja …das war … das ist eigentlich eine relativ lange Zeit für ´ne Berufstätigkeit, nicht?								
3	01:03:15.00	HH	Ja, wir waren zwölf Jahre verheiratet, als unser Junge kam.								
3	01:03:17.00	IV	Mm, ja nach dem Krieg (???).								
